Type of Room,People Accommodated,Number of Bathrooms,Number of Bedrooms,Number of Beds,Price,City
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,4,1.5,2.0,2.0,6,Boston
Private room,2,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,0.0,1.0,4,Boston
Entire home/apt,4,2.0,2.0,2.0,12,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Private room,2,1.0,1.0,1.0,3,Boston
Entire home/apt,6,1.0,2.0,3.0,5,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,3,1.0,2.0,2.0,5,Boston
Entire home/apt,3,1.0,1.0,2.0,24,Boston
Entire home/apt,8,1.0,2.0,2.0,4,Boston
Private room,2,1.0,1.0,1.0,2,Boston
Entire home/apt,4,1.0,2.0,2.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,2.0,7,Boston
Private room,2,1.0,1.0,1.0,2,Boston
Entire home/apt,8,3.5,4.0,6.0,13,Boston
Entire home/apt,2,1.0,1.0,1.0,7,Boston
Entire home/apt,6,1.0,1.0,3.0,4,Boston
Shared room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,4,1.0,1.0,2.0,3,Boston
Shared room,1,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Private room,2,1.0,1.0,1.0,6,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,2,1.0,1.0,1.0,2,Boston
Private room,2,1.0,1.0,1.0,4,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Private room,2,1.0,1.0,1.0,5,Boston
Entire home/apt,3,2.0,2.0,2.0,7,Boston
Entire home/apt,6,1.0,2.0,2.0,6,Boston
Entire home/apt,2,1.0,0.0,1.0,4,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,1,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Entire home/apt,2,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Private room,1,1.0,1.0,1.0,2,Boston
Private room,2,1.0,1.0,1.0,3,Boston
Entire home/apt,7,3.0,5.0,5.0,16,Boston
Entire home/apt,3,1.0,1.0,2.0,4,Boston
Entire home/apt,4,1.0,1.0,3.0,7,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,0.0,1.0,2,Boston
Entire home/apt,3,1.0,1.0,2.0,2,Boston
Private room,2,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Private room,2,1.0,1.0,1.0,2,Boston
Entire home/apt,3,1.0,1.0,2.0,5,Boston
Private room,4,1.0,1.0,3.0,3,Boston
Entire home/apt,2,1.0,0.0,2.0,1,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,0.0,1.0,2,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,4,1.0,3.0,3.0,6,Boston
Entire home/apt,4,1.0,1.0,2.0,26,Boston
Entire home/apt,6,1.0,2.0,3.0,5,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,4,1.0,1.0,3.0,4,Boston
Entire home/apt,4,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Entire home/apt,4,1.0,2.0,2.0,4,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,3,1.0,0.0,2.0,1,Boston
Entire home/apt,2,1.0,,1.0,3,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Entire home/apt,4,1.0,1.0,1.0,3,Boston
Entire home/apt,3,1.0,0.0,1.0,4,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Private room,2,1.0,1.0,1.0,3,Boston
Entire home/apt,3,1.0,1.0,2.0,4,Boston
Entire home/apt,7,2.5,4.0,5.0,14,Boston
Private room,1,1.0,1.0,1.0,4,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Private room,2,1.0,1.0,1.0,9,Boston
Private room,1,0.0,1.0,1.0,2,Boston
Entire home/apt,6,1.0,2.0,2.0,7,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,3,1.0,1.0,2.0,5,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Entire home/apt,7,2.0,4.0,4.0,13,Boston
Private room,3,1.0,1.0,1.0,2,Boston
Private room,1,1.0,1.0,1.0,3,Boston
Private room,1,1.0,1.0,1.0,3,Boston
Entire home/apt,8,2.0,4.0,5.0,12,Boston
Entire home/apt,3,1.0,1.0,1.0,2,Boston
Entire home/apt,4,2.0,2.0,2.0,10,Boston
Entire home/apt,4,1.0,2.0,2.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,5,Boston
Private room,1,2.0,1.0,1.0,1,Boston
Entire home/apt,2,1.0,0.0,1.0,2,Boston
Entire home/apt,2,1.0,0.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Entire home/apt,3,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,2.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,5,1.5,2.0,2.0,7,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Entire home/apt,2,1.0,0.0,2.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Private room,2,1.0,1.0,1.0,2,Boston
Entire home/apt,7,1.0,2.0,3.0,5,Boston
Entire home/apt,1,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,4,1.5,2.0,2.0,4,Boston
Entire home/apt,3,1.0,1.0,2.0,3,Boston
Private room,1,2.0,1.0,1.0,4,Boston
Entire home/apt,2,1.0,0.0,1.0,4,Boston
Shared room,4,1.0,1.0,2.0,2,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,4,1.0,1.0,1.0,4,Boston
Entire home/apt,2,1.0,0.0,1.0,2,Boston
Entire home/apt,4,1.0,1.0,1.0,4,Boston
Entire home/apt,4,1.0,1.0,1.0,4,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,6,1.0,2.0,3.0,2,Boston
Entire home/apt,2,1.0,0.0,2.0,1,Boston
Private room,2,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,0.0,1.0,4,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Entire home/apt,3,1.0,0.0,1.0,2,Boston
Entire home/apt,3,1.0,1.0,1.0,2,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Entire home/apt,4,1.0,2.0,2.0,6,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,2,1.5,0.0,1.0,4,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Entire home/apt,6,1.0,2.0,2.0,7,Boston
Entire home/apt,5,1.5,2.0,2.0,7,Boston
Private room,8,1.0,1.0,2.0,1,Boston
Private room,2,1.0,1.0,1.0,0,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Entire home/apt,5,2.0,2.0,2.0,2,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Entire home/apt,3,1.0,0.0,2.0,3,Boston
Entire home/apt,3,1.0,0.0,1.0,3,Boston
Entire home/apt,4,2.0,2.0,2.0,5,Boston
Entire home/apt,7,3.0,3.0,3.0,10,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,6,1.0,2.0,3.0,5,Boston
Entire home/apt,3,1.0,1.0,1.0,2,Boston
Entire home/apt,3,1.0,0.0,1.0,4,Boston
Entire home/apt,8,1.0,3.0,3.0,6,Boston
Entire home/apt,6,1.0,2.0,2.0,5,Boston
Entire home/apt,4,1.0,1.0,2.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Entire home/apt,7,0.0,0.0,3.0,1,Boston
Entire home/apt,4,1.0,1.0,1.0,4,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,5,1.0,2.0,2.0,5,Boston
Entire home/apt,5,2.0,2.0,3.0,3,Boston
Private room,4,1.0,1.0,1.0,5,Boston
Private room,2,1.0,1.0,1.0,5,Boston
Entire home/apt,3,1.0,1.0,2.0,4,Boston
Private room,2,1.0,1.0,1.0,6,Boston
Entire home/apt,7,2.0,3.0,4.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Private room,4,1.0,1.0,1.0,2,Boston
Private room,3,1.5,1.0,2.0,1,Boston
Private room,3,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Entire home/apt,5,1.0,1.0,1.0,2,Boston
Private room,4,1.0,1.0,2.0,5,Boston
Entire home/apt,4,1.0,1.0,1.0,5,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Entire home/apt,4,1.0,1.0,1.0,6,Boston
Entire home/apt,4,1.0,1.0,1.0,4,Boston
Entire home/apt,7,2.0,3.0,4.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,8,Boston
Private room,4,1.0,1.0,2.0,8,Boston
Entire home/apt,6,1.0,2.0,3.0,5,Boston
Entire home/apt,4,1.0,2.0,2.0,5,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Private room,1,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,4,2.0,2.0,2.0,8,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Shared room,2,1.0,1.0,2.0,2,Boston
Entire home/apt,4,1.0,0.0,2.0,2,Boston
Private room,4,1.0,1.0,2.0,8,Boston
Entire home/apt,4,1.0,1.0,1.0,3,Boston
Entire home/apt,7,1.0,2.0,4.0,5,Boston
Entire home/apt,3,1.0,0.0,1.0,4,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,3,1.0,0.0,1.0,4,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Entire home/apt,4,1.0,2.0,2.0,5,Boston
Entire home/apt,4,1.0,1.0,2.0,5,Boston
Entire home/apt,3,1.0,1.0,2.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,6,Boston
Private room,2,1.0,1.0,1.0,5,Boston
Entire home/apt,3,1.0,0.0,2.0,4,Boston
Entire home/apt,4,1.0,1.0,2.0,3,Boston
Private room,2,1.0,1.0,1.0,8,Boston
Entire home/apt,4,1.5,2.0,2.0,5,Boston
Shared room,2,1.0,1.0,1.0,3,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Private room,8,1.0,1.0,2.0,1,Boston
Entire home/apt,4,1.0,2.0,2.0,3,Boston
Entire home/apt,6,2.0,2.0,3.0,8,Boston
Shared room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,4,1.0,1.0,2.0,7,Boston
Entire home/apt,2,1.0,1.0,1.0,8,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,4,2.0,2.0,3.0,4,Boston
Entire home/apt,3,1.5,1.0,1.0,3,Boston
Entire home/apt,4,1.0,1.0,1.0,11,Boston
Entire home/apt,4,1.0,1.0,2.0,5,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,4,2.0,2.0,2.0,5,Boston
Entire home/apt,4,1.0,2.0,2.0,6,Boston
Private room,4,1.0,1.0,1.0,2,Boston
Private room,5,1.0,1.0,2.0,2,Boston
Entire home/apt,1,1.0,0.0,1.0,3,Boston
Private room,1,1.0,1.0,1.0,7,Boston
Entire home/apt,3,1.0,0.0,2.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,3,1.0,0.0,1.0,4,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Entire home/apt,4,1.0,2.0,2.0,6,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Entire home/apt,4,2.0,2.0,2.0,5,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Private room,2,1.0,1.0,2.0,3,Boston
Private room,2,2.0,1.0,1.0,2,Boston
Entire home/apt,3,1.0,0.0,1.0,4,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,4,2.0,2.0,2.0,4,Boston
Entire home/apt,2,1.0,0.0,1.0,4,Boston
Entire home/apt,2,1.5,1.0,1.0,8,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,10,2.5,3.0,9.0,7,Boston
Entire home/apt,3,1.0,1.0,2.0,5,Boston
Entire home/apt,2,1.0,1.0,1.0,7,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Entire home/apt,6,2.0,2.0,4.0,7,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Entire home/apt,5,2.0,2.0,2.0,2,Boston
Entire home/apt,6,2.0,2.0,3.0,6,Boston
Entire home/apt,5,2.0,2.0,2.0,2,Boston
Entire home/apt,2,1.0,0.0,1.0,4,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,4,1.0,2.0,2.0,7,Boston
Entire home/apt,6,2.0,2.0,3.0,7,Boston
Entire home/apt,3,1.0,1.0,2.0,4,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Entire home/apt,5,2.0,2.0,2.0,2,Boston
Shared room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,5,2.0,2.0,2.0,2,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,4,1.0,1.0,1.0,3,Boston
Entire home/apt,5,2.0,2.0,2.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,2,Boston
Private room,2,1.0,1.0,1.0,6,Boston
Entire home/apt,5,2.0,2.0,2.0,2,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Private room,1,1.0,1.0,1.0,2,Boston
Entire home/apt,5,2.0,2.0,2.0,2,Boston
Private room,4,1.0,1.0,2.0,6,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,4,1.0,1.0,1.0,5,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,6,2.0,2.0,3.0,5,Boston
Entire home/apt,4,1.0,2.0,2.0,6,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,6,2.0,2.0,3.0,7,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,5,2.0,2.0,3.0,7,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,6,1.0,2.0,3.0,7,Boston
Entire home/apt,4,2.0,1.0,2.0,8,Boston
Entire home/apt,4,2.0,2.0,2.0,12,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Entire home/apt,3,1.0,1.0,2.0,5,Boston
Private room,2,1.0,1.0,1.0,0,Boston
Private room,3,,1.0,1.0,4,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Entire home/apt,3,1.0,1.0,1.0,6,Boston
Entire home/apt,2,1.0,0.0,1.0,7,Boston
Entire home/apt,4,,2.0,2.0,6,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Private room,1,1.0,1.0,,1,Boston
Private room,1,1.0,1.0,1.0,27,Boston
Entire home/apt,4,2.0,2.0,3.0,5,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Private room,1,1.0,1.0,1.0,2,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,4,2.0,2.0,3.0,7,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,2,1.0,1.0,1.0,2,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Private room,2,1.0,1.0,2.0,3,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,4,1.0,0.0,1.0,1,Boston
Entire home/apt,4,1.0,1.0,2.0,2,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Entire home/apt,3,1.0,1.0,1.0,6,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,6,Boston
Entire home/apt,3,1.0,1.0,1.0,6,Boston
Entire home/apt,4,1.0,2.0,2.0,4,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,2.0,4,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,2,1.0,1.0,1.0,1,Boston
Entire home/apt,4,1.0,1.0,1.0,1,Boston
Private room,2,1.0,1.0,2.0,5,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Entire home/apt,1,1.0,0.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,2.0,3,Boston
Entire home/apt,3,1.0,1.0,2.0,5,Boston
Entire home/apt,5,2.0,2.0,3.0,5,Boston
Entire home/apt,4,1.0,1.0,2.0,2,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,2,1.0,0.0,1.0,2,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,5,2.0,2.0,3.0,5,Boston
Entire home/apt,3,1.0,1.0,2.0,4,Boston
Entire home/apt,3,1.0,1.0,2.0,2,Boston
Entire home/apt,2,1.0,0.0,1.0,2,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Private room,1,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,2,Boston
Private room,2,1.0,1.0,1.0,2,Boston
Private room,3,2.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,2,Boston
Entire home/apt,4,1.0,1.0,2.0,4,Boston
Entire home/apt,4,1.0,1.0,2.0,2,Boston
Private room,2,1.0,1.0,2.0,1,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,2,1.0,1.0,1.0,6,Boston
Private room,2,1.0,1.0,2.0,1,Boston
Private room,2,1.0,1.0,2.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,1.0,2,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Private room,3,1.0,1.0,2.0,4,Boston
Entire home/apt,4,2.0,2.0,2.0,11,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,4,2.0,2.0,2.0,2,Boston
Entire home/apt,3,1.0,1.0,2.0,4,Boston
Entire home/apt,5,2.0,2.0,3.0,8,Boston
Private room,1,3.0,1.0,1.0,0,Boston
Shared room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,4,1.0,1.0,2.0,2,Boston
Entire home/apt,5,2.0,2.0,3.0,5,Boston
Entire home/apt,6,1.0,2.0,2.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,4,1.0,1.0,2.0,80,Boston
Entire home/apt,1,1.0,1.0,1.0,5,Boston
Shared room,1,1.0,1.0,1.0,1,Boston
Shared room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,5,2.0,2.0,3.0,5,Boston
Entire home/apt,2,1.0,1.0,1.0,4,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Private room,3,1.0,1.0,1.0,1,Boston
Entire home/apt,4,1.0,0.0,1.0,3,Boston
Entire home/apt,10,1.0,1.0,16.0,4,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,1.0,5,Boston
Entire home/apt,2,1.0,0.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Private room,3,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,0.0,1.0,4,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,4,1.0,2.0,2.0,6,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Entire home/apt,5,2.0,2.0,3.0,5,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,1.0,5,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,1.0,6,Boston
Private room,2,2.0,1.0,1.0,1,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,2.0,7,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Entire home/apt,6,1.0,1.0,2.0,4,Boston
Entire home/apt,3,1.0,1.0,2.0,2,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Private room,1,0.5,1.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Private room,2,1.0,1.0,2.0,1,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,4,1.0,0.0,2.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,8,1.0,2.0,3.0,5,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,2,1.0,0.0,1.0,2,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Entire home/apt,2,1.0,0.0,1.0,2,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,1,1.0,0.0,1.0,1,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Shared room,1,1.0,1.0,1.0,2,Boston
Entire home/apt,4,1.0,1.0,2.0,3,Boston
Entire home/apt,5,1.0,2.0,2.0,4,Boston
Entire home/apt,4,2.0,2.0,2.0,6,Boston
Entire home/apt,4,1.0,1.0,1.0,5,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Private room,2,1.0,1.0,1.0,4,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,1,1.0,1.0,1.0,6,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Entire home/apt,5,2.0,2.0,3.0,5,Boston
Entire home/apt,3,1.0,1.0,2.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Entire home/apt,3,1.0,0.0,1.0,2,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,3,1.0,1.0,2.0,4,Boston
Entire home/apt,4,1.0,0.0,2.0,3,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,3,Boston
Private room,2,1.0,1.0,1.0,2,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Entire home/apt,3,1.0,1.0,1.0,4,Boston
Entire home/apt,3,1.0,1.0,2.0,5,Boston
Entire home/apt,4,1.0,2.0,2.0,8,Boston
Entire home/apt,3,1.0,1.0,2.0,3,Boston
Shared room,2,1.0,1.0,2.0,1,Boston
Entire home/apt,4,2.0,2.0,2.0,10,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,5,2.0,2.0,3.0,4,Boston
Private room,1,1.0,1.0,1.0,2,Boston
Entire home/apt,3,1.0,0.0,1.0,1,Boston
Private room,1,1.0,1.0,2.0,1,Boston
Entire home/apt,5,2.0,2.0,2.0,3,Boston
Private room,1,1.0,1.0,1.0,2,Boston
Entire home/apt,4,1.0,1.0,1.0,4,Boston
Entire home/apt,4,2.5,2.0,2.0,7,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Entire home/apt,3,1.0,1.0,1.0,6,Boston
Private room,1,1.0,1.0,1.0,1,Boston
Entire home/apt,2,1.0,0.0,1.0,3,Boston
Entire home/apt,2,1.0,1.0,1.0,5,Boston
Private room,2,1.0,1.0,1.0,1,Boston
Entire home/apt,5,2.0,1.0,2.0,6,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,3,1.0,0.0,2.0,3,Boston
Entire home/apt,3,1.0,0.0,2.0,3,Boston
Shared room,1,1.0,1.0,1.0,15,Boston
Entire home/apt,2,1.0,0.0,1.0,1,Boston
Entire home/apt,3,1.0,1.0,1.0,3,Boston
Entire home/apt,5,2.0,2.0,2.0,6,Boston
Entire home/apt,3,1.0,1.0,1.0,6,Boston
